"","ID","MonthlyIncome"
"92",962,4840.91730065289
"93",963,5764.12193670461
"94",964,4518.27574904037
"95",965,2763.37140748047
"96",966,19599.4245413649
"97",967,2942.23726628065
"98",968,9244.47958519702
"99",969,16310.0808514675
"100",970,2569.34458051807
"101",971,6052.40060973671
"102",972,6103.66867634611
"103",973,2170.1101798207
"104",974,2854.3640843697
"105",975,5904.4583715445
"106",976,2903.28806211744
"107",977,6488.81083667199
"108",978,2871.49694503558
"109",979,9206.60617755218
"110",980,18935.8947628756
"111",981,2817.08491669878
"112",982,9358.23001503043
"113",983,2765.65458918728
"114",984,2617.08269630528
"115",985,6025.63935586509
"116",986,2550.16095266464
"117",987,2343.22698155699
"118",988,6096.37967711016
"119",989,8891.66167486106
"120",990,2868.03106967851
"121",991,4376.02850914871
"122",992,2663.31498275382
"123",993,4432.42186318096
"124",994,5509.5573426781
"125",995,5268.93648004721
"126",996,5065.89045069764
"127",997,2533.02809199876
"128",998,16950.7952745386
"129",999,9107.85723758366
"130",1000,2413.54776386522
"131",1001,4492.87612163834
"132",1002,3975.07848054013
"133",1003,4894.75314979002
"134",1004,6277.85452723176
"135",1005,3303.83276393876
"136",1006,6174.27808543658
"137",1007,2657.59588832166
"138",1008,5936.81919950406
"139",1009,19287.419921675
"140",1010,4781.24907273864
"141",1011,8753.90403714531
"142",1012,4862.42235494706
"143",1013,6482.57741171866
"144",1014,4161.03558973218
"145",1015,5731.06461736577
"146",1016,2863.80535315787
"147",1017,3127.02316720496
"148",1018,9139.64835466551
"149",1019,9274.70671442571
"150",1020,2104.39437113454
"151",1021,6245.78500408318
"152",1022,5592.61779089442
"153",1023,4605.65808782046
"154",1024,9333.62381763969
"155",1025,15891.1282780082
"156",1026,18458.1141705846
"157",1027,4074.83457392618
"158",1028,6042.3169083326
"159",1029,6027.20334371826
"160",1030,7633.16498053779
"161",1031,6003.36770416939
"162",1032,2701.18633471883
"163",1033,12609.1317097513
"164",1034,2810.27608917667
"165",1035,3917.17311609949
"166",1036,2766.29702180322
"167",1037,6037.28704512236
"168",1038,7416.91390542756
"169",1039,12656.802988849
"170",1040,6085.45792907555
"171",1041,2232.89502353278
"172",1042,2702.26418691703
"173",1043,9101.46574790383
"174",1044,6341.24119757411
"175",1045,2432.66555690774
"176",1046,2014.31336316786
"177",1047,5795.35051265889
"178",1048,12287.7692731514
"179",1049,3116.24483020406
"180",1050,6034.36143079961
"181",1051,9969.48317916009
"182",1052,2310.7934318592
"183",1053,5944.77467703705
"184",1054,2919.16822413331
"185",1055,2673.71134403726
"186",1056,2674.0042427161
"187",1057,5211.76978922862
"188",1058,16295.9875709839
"189",1059,4901.14938135222
"190",1060,2871.49694503558
"191",1061,4839.35331279973
"192",1062,5726.71788298941
"193",1063,5803.83773826935
"194",1064,2539.18428797886
"195",1065,5481.3102589087
"196",1066,2569.34458051807
"197",1067,3416.78580332054
"198",1068,19653.2892975801
"199",1069,5509.5573426781
"200",1070,2625.8047712398
"201",1071,2813.16578533407
"202",1072,6142.42747477071
"203",1073,2547.90636291338
"204",1074,6046.50872491234
"205",1075,6057.43047294695
"206",1076,16753.692224239
"207",1077,19257.774458969
"208",1078,4411.63126085806
"209",1079,4841.68389805442
"210",1080,4735.83238339217
"211",1081,2997.06663245974
"212",1082,2883.14463429285
"213",1083,2195.57664391222
"214",1084,6441.29762230076
"215",1085,8439.38478951688
"216",1086,9044.05210974085
"217",1087,6057.43047294695
"218",1088,3049.11010518576
"219",1089,3067.58003406437
"220",1090,6152.77303114241
"221",1091,6010.52579125075
"222",1092,6223.1515601521
"223",1093,11969.9242296903
"224",1094,6010.52579125075
"225",1095,5247.61503392944
"226",1096,5905.80663546869
"227",1097,3299.93819083091
"228",1098,2258.05781948397
"229",1099,2882.27528203649
"230",1100,6084.44557462844
"231",1101,19072.517110489
"232",1102,6115.18545344878
"233",1103,6031.4406647516
"234",1104,10113.3784587458
"235",1105,3088.73034147632
"236",1106,2573.99659221351
"237",1107,3241.04792022668
"238",1108,4089.94813854052
"239",1109,5587.45575100452
"240",1110,5947.74094753867
"241",1111,5687.70396898203
"242",1112,12404.9842076657
"243",1113,12780.0156467896
"244",1114,6235.81572537749
"245",1115,9819.35988746373
"246",1116,2717.0104295067
"247",1117,6199.95611890534
"248",1118,4184.40837689264
"249",1119,9494.38300871414
"250",1120,2843.61983420319
"251",1121,9576.81167539535
"252",1122,15981.161882427
"253",1123,4605.62012502023
"254",1124,15722.0143340239
"255",1125,2781.41058641757
"256",1126,2127.7619369899
"257",1127,2428.97811256157
"258",1128,4506.20722165199
"259",1129,16162.4624060267
"260",1130,2663.920541312
"261",1131,12257.5685881517
"262",1132,16677.1308841253
"263",1133,6156.73792808171
"264",1134,2312.35741971236
"265",1135,2764.09060133412
"266",1136,2632.12942423014
"267",1137,3146.42455588487
"268",1138,5728.13900304302
"269",1139,9561.11644425835
"270",1140,16223.5433747973
"271",1141,6079.83303679725
"272",1142,6198.88032238697
"273",1143,9706.57317939924
"274",1144,5979.53206462053
"275",1145,4125.43283802283
"276",1146,6135.32888127337
"277",1147,4389.35960916235
"278",1148,2755.67981560276
"279",1149,2844.19543012964
"280",1150,6299.97868501533
"281",1151,2394.3641360118
"282",1152,5736.09448057601
"283",1153,4861.1751511759
"284",1154,2609.63085289401
"285",1155,6241.23590832324
"286",1156,12707.6683054161
"287",1157,2726.77222171356
"288",1158,4869.58044202842
"289",1159,3018.88297595706
"290",1160,5949.12803326019
"291",1161,3067.58003406437
"292",1162,9010.86663969416
"293",1163,2585.00184885484
"294",1164,9026.20712394894
"295",1165,2573.99659221351
"296",1166,2100.9338464288
"297",1167,9396.72846482558
"298",1168,6182.41849384844
"299",1169,2937.20740307041
"300",1170,3082.92051831915
